5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
14/7/2016 2:0,72,1,100
14/7/2016 2:15,44,1,100
14/7/2016 2:30,16,1,100
14/7/2016 2:45,24,1,100
14/7/2016 3:0,16,1,100
14/7/2016 3:15,20,1,100
14/7/2016 3:30,16,1,100
14/7/2016 3:45,90,1,100
14/7/2016 4:0,40,1,100
14/7/2016 4:15,24,1,100
14/7/2016 4:30,16,1,100
14/7/2016 4:45,32,1,100
14/7/2016 5:0,16,1,100
14/7/2016 5:15,52,1,100
14/7/2016 5:30,68,1,100
14/7/2016 5:45,136,1,100
14/7/2016 6:0,164,1,100
14/7/2016 6:15,144,1,100
14/7/2016 6:30,172,1,100
14/7/2016 6:45,216,1,100
14/7/2016 7:0,292,1,100
14/7/2016 7:15,264,1,100
14/7/2016 7:30,360,1,100
14/7/2016 7:45,416,1,100
14/7/2016 8:0,396,1,100
14/7/2016 8:15,420,1,100
14/7/2016 8:30,524,1,100
14/7/2016 8:45,564,1,100
14/7/2016 9:0,364,1,100
14/7/2016 9:15,456,1,100
14/7/2016 9:30,408,1,100
14/7/2016 9:45,528,1,100
14/7/2016 10:0,520,1,100
14/7/2016 10:15,572,1,100
14/7/2016 10:30,368,1,100
14/7/2016 10:45,444,1,100
14/7/2016 11:0,532,1,100
14/7/2016 11:15,540,1,100
14/7/2016 11:30,420,1,100
14/7/2016 11:45,436,1,100
14/7/2016 12:0,484,1,100
14/7/2016 12:15,488,1,100
14/7/2016 12:30,380,1,100
14/7/2016 12:45,420,1,100
14/7/2016 13:0,508,1,100
14/7/2016 13:15,484,1,100
14/7/2016 13:30,528,1,100
14/7/2016 13:45,336,1,100
14/7/2016 14:0,460,1,100
14/7/2016 14:15,460,1,100
14/7/2016 14:30,368,1,100
14/7/2016 14:45,360,1,100
14/7/2016 15:0,448,1,100
14/7/2016 15:15,304,1,100
14/7/2016 15:30,368,1,100
14/7/2016 15:45,364,1,100
14/7/2016 16:0,476,1,100
14/7/2016 16:15,536,1,100
14/7/2016 16:30,532,1,100
14/7/2016 16:45,452,1,100
14/7/2016 17:0,440,1,100
14/7/2016 17:15,468,1,100
14/7/2016 17:30,496,1,100
14/7/2016 17:45,380,1,100
14/7/2016 18:0,504,1,100
14/7/2016 18:15,576,1,100
14/7/2016 18:30,452,1,100
14/7/2016 18:45,480,1,100
14/7/2016 19:0,560,1,100
14/7/2016 19:15,460,1,100
14/7/2016 19:30,508,1,100
14/7/2016 19:45,372,1,100
14/7/2016 20:0,436,1,100
14/7/2016 20:15,416,1,100
14/7/2016 20:30,560,1,100
14/7/2016 20:45,480,1,100
14/7/2016 21:0,596,1,100
14/7/2016 21:15,460,1,100
14/7/2016 21:30,460,1,100
14/7/2016 21:45,352,1,100
14/7/2016 22:0,440,1,100
14/7/2016 22:15,528,1,100
14/7/2016 22:30,456,1,100
14/7/2016 22:45,272,1,100
14/7/2016 23:0,252,1,100
14/7/2016 23:15,228,1,100
14/7/2016 23:30,176,1,100
14/7/2016 23:45,184,1,100
15/7/2016 0:0,116,1,100
15/7/2016 0:15,160,1,100
15/7/2016 0:30,128,1,100
15/7/2016 0:45,104,1,100
15/7/2016 1:0,84,1,100
15/7/2016 1:15,60,1,100
15/7/2016 1:30,76,1,100
15/7/2016 1:45,92,1,100
15/7/2016 2:0,68,1,100
15/7/2016 2:15,72,1,100
15/7/2016 2:30,60,1,100
15/7/2016 2:45,44,1,100
15/7/2016 3:0,48,1,100
15/7/2016 3:15,24,1,100
15/7/2016 3:30,20,1,100
15/7/2016 3:45,28,1,100
15/7/2016 4:0,24,1,100
15/7/2016 4:15,28,1,100
15/7/2016 4:30,8,1,100
15/7/2016 4:45,68,1,100
15/7/2016 5:0,20,1,100
15/7/2016 5:15,64,1,100
15/7/2016 5:30,52,1,100
15/7/2016 5:45,132,1,100
15/7/2016 6:0,144,1,100
15/7/2016 6:15,180,1,100
15/7/2016 6:30,116,1,100
15/7/2016 6:45,224,1,100
15/7/2016 7:0,316,1,100
15/7/2016 7:15,228,1,100
15/7/2016 7:30,344,1,100
15/7/2016 7:45,388,1,100
15/7/2016 8:0,368,1,100
15/7/2016 8:15,344,1,100
15/7/2016 8:30,408,1,100
15/7/2016 8:45,524,1,100
15/7/2016 9:0,456,1,100
15/7/2016 9:15,424,1,100
15/7/2016 9:30,468,1,100
15/7/2016 9:45,472,1,100
15/7/2016 10:0,544,1,100
15/7/2016 10:15,440,1,100
15/7/2016 10:30,524,1,100
15/7/2016 10:45,376,1,100
15/7/2016 11:0,496,1,100
15/7/2016 11:15,444,1,100
15/7/2016 11:30,476,1,100
15/7/2016 11:45,404,1,100
15/7/2016 12:0,400,1,100
15/7/2016 12:15,0,1,100
15/7/2016 12:30,0,1,100
15/7/2016 12:45,0,1,100
15/7/2016 13:0,0,1,100
15/7/2016 13:15,0,1,100
15/7/2016 13:30,0,1,100
15/7/2016 13:45,0,1,100
15/7/2016 14:0,0,1,100
15/7/2016 14:15,6768,1,100
15/7/2016 14:30,368,1,100
15/7/2016 14:45,400,1,100
15/7/2016 15:0,356,1,100
15/7/2016 15:15,224,1,100
15/7/2016 15:30,348,1,100
15/7/2016 15:45,360,1,100
15/7/2016 16:0,420,1,100
15/7/2016 16:15,416,1,100
15/7/2016 16:30,444,1,100
15/7/2016 16:45,496,1,100
15/7/2016 17:0,496,1,100
15/7/2016 17:15,468,1,100
15/7/2016 17:30,496,1,100
15/7/2016 17:45,460,1,100
15/7/2016 18:0,504,1,100
15/7/2016 18:15,488,1,100
15/7/2016 18:30,520,1,100
15/7/2016 18:45,520,1,100
15/7/2016 19:0,436,1,100
15/7/2016 19:15,608,1,100
15/7/2016 19:30,568,1,100
15/7/2016 19:45,440,1,100
15/7/2016 20:0,548,1,100
15/7/2016 20:15,428,1,100
15/7/2016 20:30,484,1,100
15/7/2016 20:45,380,1,100
15/7/2016 21:0,0,1,100
15/7/2016 21:15,0,1,100
15/7/2016 21:30,0,1,100
15/7/2016 21:45,0,1,100
15/7/2016 22:0,0,1,100
15/7/2016 22:15,0,1,100
15/7/2016 22:30,0,1,100
15/7/2016 22:45,0,1,100
15/7/2016 23:0,0,1,100
15/7/2016 23:15,0,1,100
15/7/2016 23:30,0,1,100
15/7/2016 23:45,0,1,100
16/7/2016 0:0,0,1,100
16/7/2016 0:15,0,1,100
16/7/2016 0:30,0,1,100
16/7/2016 0:45,0,1,100
16/7/2016 1:0,0,1,100
16/7/2016 1:15,0,1,100
16/7/2016 1:30,0,1,100
16/7/2016 1:45,0,1,100
16/7/2016 2:0,0,1,100
16/7/2016 2:15,0,1,100
16/7/2016 2:30,0,1,100
16/7/2016 2:45,0,1,100
16/7/2016 3:0,0,1,100
16/7/2016 3:15,0,1,100
16/7/2016 3:30,0,1,100
16/7/2016 3:45,0,1,100
16/7/2016 4:0,0,1,100
16/7/2016 4:15,0,1,100
16/7/2016 4:30,0,1,100
16/7/2016 4:45,0,1,100
16/7/2016 5:0,0,1,100
16/7/2016 5:15,0,1,100
16/7/2016 5:30,0,1,100
16/7/2016 5:45,0,1,100
16/7/2016 6:0,0,1,100
16/7/2016 6:15,0,1,100
16/7/2016 6:30,0,1,100
16/7/2016 6:45,0,1,100
16/7/2016 7:0,0,1,100
16/7/2016 7:15,0,1,100
16/7/2016 7:30,0,1,100
16/7/2016 7:45,0,1,100
16/7/2016 8:0,0,1,100
16/7/2016 8:15,0,1,100
16/7/2016 8:30,0,1,100
16/7/2016 8:45,0,1,100
16/7/2016 9:0,10636,1,100
16/7/2016 9:15,428,1,100
16/7/2016 9:30,404,1,100
16/7/2016 9:45,324,1,100
16/7/2016 10:0,444,1,100
16/7/2016 10:15,520,1,100
16/7/2016 10:30,452,1,100
16/7/2016 10:45,444,1,100
16/7/2016 11:0,540,1,100
16/7/2016 11:15,368,1,100
16/7/2016 11:30,408,1,100
16/7/2016 11:45,556,1,100
16/7/2016 12:0,524,1,100
16/7/2016 12:15,596,1,100
16/7/2016 12:30,432,1,100
16/7/2016 12:45,408,1,100
16/7/2016 13:0,492,1,100
16/7/2016 13:15,668,1,100
16/7/2016 13:30,460,1,100
16/7/2016 13:45,424,1,100
16/7/2016 14:0,508,1,100
16/7/2016 14:15,584,1,100
16/7/2016 14:30,424,1,100
16/7/2016 14:45,520,1,100
16/7/2016 15:0,392,1,100
16/7/2016 15:15,300,1,100
16/7/2016 15:30,384,1,100
16/7/2016 15:45,220,1,100
16/7/2016 16:0,360,1,100
16/7/2016 16:15,312,1,100
16/7/2016 16:30,356,1,100
16/7/2016 16:45,272,1,100
16/7/2016 17:0,392,1,100
16/7/2016 17:15,336,1,100
16/7/2016 17:30,368,1,100
16/7/2016 17:45,360,1,100
16/7/2016 18:0,364,1,100
16/7/2016 18:15,400,1,100
16/7/2016 18:30,424,1,100
16/7/2016 18:45,476,1,100
16/7/2016 19:0,392,1,100
16/7/2016 19:15,448,1,100
16/7/2016 19:30,480,1,100
16/7/2016 19:45,564,1,100
16/7/2016 20:0,404,1,100
16/7/2016 20:15,596,1,100
16/7/2016 20:30,556,1,100
16/7/2016 20:45,484,1,100
16/7/2016 21:0,560,1,100
16/7/2016 21:15,548,1,100
16/7/2016 21:30,388,1,100
16/7/2016 21:45,624,1,100
16/7/2016 22:0,532,1,100
16/7/2016 22:15,460,1,100
16/7/2016 22:30,392,1,100
16/7/2016 22:45,360,1,100
16/7/2016 23:0,352,1,100
16/7/2016 23:15,272,1,100
16/7/2016 23:30,340,1,100
16/7/2016 23:45,264,1,100
17/7/2016 0:0,264,1,100
17/7/2016 0:15,224,1,100
17/7/2016 0:30,200,1,100
17/7/2016 0:45,248,1,100
17/7/2016 1:0,208,1,100
17/7/2016 1:15,280,1,100
17/7/2016 1:30,180,1,100
17/7/2016 1:45,172,1,100
17/7/2016 2:0,240,1,100
17/7/2016 2:15,188,1,100
17/7/2016 2:30,132,1,100
17/7/2016 2:45,164,1,100
17/7/2016 3:0,120,1,100
17/7/2016 3:15,104,1,100
17/7/2016 3:30,116,1,100
17/7/2016 3:45,80,1,100
17/7/2016 4:0,92,1,100
17/7/2016 4:15,96,1,100
17/7/2016 4:30,96,1,100
17/7/2016 4:45,76,1,100
17/7/2016 5:0,104,1,100
17/7/2016 5:15,104,1,100
17/7/2016 5:30,68,1,100
17/7/2016 5:45,92,1,100
17/7/2016 6:0,68,1,100
17/7/2016 6:15,96,1,100
17/7/2016 6:30,68,1,100
17/7/2016 6:45,136,1,100
17/7/2016 7:0,88,1,100
17/7/2016 7:15,72,1,100
17/7/2016 7:30,136,1,100
17/7/2016 7:45,160,1,100
17/7/2016 8:0,104,1,100
17/7/2016 8:15,148,1,100
17/7/2016 8:30,108,1,100
17/7/2016 8:45,104,1,100
17/7/2016 9:0,152,1,100
17/7/2016 9:15,200,1,100
17/7/2016 9:30,200,1,100
17/7/2016 9:45,212,1,100
17/7/2016 10:0,256,1,100
17/7/2016 10:15,216,1,100
17/7/2016 10:30,280,1,100
17/7/2016 10:45,272,1,100
17/7/2016 11:0,376,1,100
17/7/2016 11:15,404,1,100
17/7/2016 11:30,352,1,100
17/7/2016 11:45,372,1,100
17/7/2016 12:0,316,1,100
17/7/2016 12:15,384,1,100
17/7/2016 12:30,368,1,100
17/7/2016 12:45,364,1,100
17/7/2016 13:0,324,1,100
17/7/2016 13:15,384,1,100
17/7/2016 13:30,464,1,100
17/7/2016 13:45,356,1,100
17/7/2016 14:0,344,1,100
17/7/2016 14:15,352,1,100
17/7/2016 14:30,332,1,100
17/7/2016 14:45,280,1,100
17/7/2016 15:0,196,1,100
17/7/2016 15:15,188,1,100
17/7/2016 15:30,216,1,100
17/7/2016 15:45,188,1,100
17/7/2016 16:0,168,1,100
17/7/2016 16:15,184,1,100
17/7/2016 16:30,172,1,100
17/7/2016 16:45,272,1,100
17/7/2016 17:0,292,1,100
17/7/2016 17:15,204,1,100
17/7/2016 17:30,208,1,100
17/7/2016 17:45,192,1,100
17/7/2016 18:0,256,1,100
17/7/2016 18:15,268,1,100
17/7/2016 18:30,320,1,100
17/7/2016 18:45,304,1,100
17/7/2016 19:0,344,1,100
17/7/2016 19:15,372,1,100
17/7/2016 19:30,364,1,100
17/7/2016 19:45,364,1,100
17/7/2016 20:0,424,1,100
17/7/2016 20:15,428,1,100
17/7/2016 20:30,392,1,100
17/7/2016 20:45,508,1,100
17/7/2016 21:0,396,1,100
17/7/2016 21:15,368,1,100
17/7/2016 21:30,408,1,100
17/7/2016 21:45,384,1,100
17/7/2016 22:0,428,1,100
17/7/2016 22:15,464,1,100
17/7/2016 22:30,392,1,100
17/7/2016 22:45,232,1,100
17/7/2016 23:0,248,1,100
17/7/2016 23:15,288,1,100
17/7/2016 23:30,260,1,100
17/7/2016 23:45,200,1,100
18/7/2016 0:0,188,1,100
18/7/2016 0:15,224,1,100
18/7/2016 0:30,0,1,100
18/7/2016 0:45,0,1,100
18/7/2016 1:0,0,1,100
18/7/2016 1:15,0,1,100
18/7/2016 1:30,0,1,100
18/7/2016 1:45,0,1,100
18/7/2016 2:0,0,1,100
18/7/2016 2:15,0,1,100
18/7/2016 2:30,0,1,100
18/7/2016 2:45,0,1,100
18/7/2016 3:0,0,1,100
18/7/2016 3:15,0,1,100
18/7/2016 3:30,0,1,100
18/7/2016 3:45,0,1,100
18/7/2016 4:0,0,1,100
18/7/2016 4:15,0,1,100
18/7/2016 4:30,0,1,100
18/7/2016 4:45,0,1,100
18/7/2016 5:0,160,1,100
18/7/2016 5:15,0,1,100
18/7/2016 5:30,0,1,100
18/7/2016 5:45,0,1,100
18/7/2016 6:0,0,1,100
18/7/2016 6:15,0,1,100
18/7/2016 6:30,0,1,100
18/7/2016 6:45,0,1,100
18/7/2016 7:0,0,1,100
18/7/2016 7:15,0,1,100
18/7/2016 7:30,0,1,100
18/7/2016 7:45,0,1,100
18/7/2016 8:0,0,1,100
18/7/2016 8:15,0,1,100
18/7/2016 8:30,0,1,100
18/7/2016 8:45,520,1,100
18/7/2016 9:0,412,1,100
18/7/2016 9:15,512,1,100
18/7/2016 9:30,556,1,100
18/7/2016 9:45,536,1,100
18/7/2016 10:0,496,1,100
18/7/2016 10:15,572,1,100
18/7/2016 10:30,0,1,100
18/7/2016 10:45,0,1,100
18/7/2016 11:0,0,1,100
18/7/2016 11:15,0,1,100
18/7/2016 11:30,0,1,100
18/7/2016 11:45,0,1,100
18/7/2016 12:0,692,1,100
18/7/2016 12:15,500,1,100
18/7/2016 12:30,408,1,100
18/7/2016 12:45,380,1,100
18/7/2016 13:0,580,1,100
18/7/2016 13:15,532,1,100
18/7/2016 13:30,520,1,100
18/7/2016 13:45,404,1,100
18/7/2016 14:0,428,1,100
18/7/2016 14:15,516,1,100
18/7/2016 14:30,364,1,100
18/7/2016 14:45,436,1,100
18/7/2016 15:0,452,1,100
18/7/2016 15:15,488,1,100
18/7/2016 15:30,436,1,100
18/7/2016 15:45,472,1,100
18/7/2016 16:0,512,1,100
18/7/2016 16:15,448,1,100
18/7/2016 16:30,412,1,100
18/7/2016 16:45,468,1,100
18/7/2016 17:0,392,1,100
18/7/2016 17:15,564,1,100
18/7/2016 17:30,492,1,100
18/7/2016 17:45,408,1,100
18/7/2016 18:0,472,1,100
18/7/2016 18:15,500,1,100
18/7/2016 18:30,500,1,100
18/7/2016 18:45,488,1,100
18/7/2016 19:0,476,1,100
18/7/2016 19:15,556,1,100
18/7/2016 19:30,524,1,100
18/7/2016 19:45,388,1,100
18/7/2016 20:0,452,1,100
18/7/2016 20:15,396,1,100
18/7/2016 20:30,508,1,100
18/7/2016 20:45,508,1,100
18/7/2016 21:0,476,1,100
18/7/2016 21:15,436,1,100
18/7/2016 21:30,500,1,100
18/7/2016 21:45,512,1,100
18/7/2016 22:0,508,1,100
18/7/2016 22:15,480,1,100
18/7/2016 22:30,424,1,100
18/7/2016 22:45,260,1,100
18/7/2016 23:0,196,1,100
18/7/2016 23:15,212,1,100
18/7/2016 23:30,176,1,100
18/7/2016 23:45,120,1,100
19/7/2016 0:0,132,1,100
19/7/2016 0:15,180,1,100
19/7/2016 0:30,72,1,100
19/7/2016 0:45,92,1,100
19/7/2016 1:0,104,1,100
19/7/2016 1:15,40,1,100
19/7/2016 1:30,12,1,100
19/7/2016 1:45,48,1,100
19/7/2016 2:0,12,1,100
19/7/2016 2:15,8,1,100
19/7/2016 2:30,40,1,100
19/7/2016 2:45,16,1,100
19/7/2016 3:0,20,1,100
19/7/2016 3:15,44,1,100
19/7/2016 3:30,24,1,100
19/7/2016 3:45,28,1,100
19/7/2016 4:0,24,1,100
19/7/2016 4:15,8,1,100
19/7/2016 4:30,4,1,100
19/7/2016 4:45,16,1,100
19/7/2016 5:0,8,1,100
19/7/2016 5:15,28,1,100
19/7/2016 5:30,52,1,100
19/7/2016 5:45,128,1,100
19/7/2016 6:0,156,1,100
19/7/2016 6:15,132,1,100
19/7/2016 6:30,168,1,100
19/7/2016 6:45,152,1,100
19/7/2016 7:0,308,1,100
19/7/2016 7:15,272,1,100
19/7/2016 7:30,396,1,100
19/7/2016 7:45,380,1,100
19/7/2016 8:0,364,1,100
19/7/2016 8:15,312,1,100
19/7/2016 8:30,464,1,100
19/7/2016 8:45,608,1,100
19/7/2016 9:0,496,1,100
19/7/2016 9:15,424,1,100
19/7/2016 9:30,504,1,100
19/7/2016 9:45,500,1,100
19/7/2016 10:0,520,1,100
19/7/2016 10:15,504,1,100
19/7/2016 10:30,636,1,100
19/7/2016 10:45,516,1,100
19/7/2016 11:0,492,1,100
19/7/2016 11:15,468,1,100
19/7/2016 11:30,496,1,100
19/7/2016 11:45,440,1,100
19/7/2016 12:0,496,1,100
19/7/2016 12:15,288,1,100
19/7/2016 12:30,492,1,100
19/7/2016 12:45,384,1,100
19/7/2016 13:0,476,1,100
19/7/2016 13:15,420,1,100
19/7/2016 13:30,508,1,100
19/7/2016 13:45,508,1,100
19/7/2016 14:0,572,1,100
19/7/2016 14:15,620,1,100
19/7/2016 14:30,436,1,100
19/7/2016 14:45,376,1,100
19/7/2016 15:0,340,1,100
19/7/2016 15:15,444,1,100
19/7/2016 15:30,340,1,100
19/7/2016 15:45,432,1,100
19/7/2016 16:0,340,1,100
19/7/2016 16:15,436,1,100
19/7/2016 16:30,512,1,100
19/7/2016 16:45,508,1,100
19/7/2016 17:0,472,1,100
19/7/2016 17:15,496,1,100
19/7/2016 17:30,432,1,100
19/7/2016 17:45,496,1,100
19/7/2016 18:0,484,1,100
19/7/2016 18:15,540,1,100
19/7/2016 18:30,452,1,100
19/7/2016 18:45,480,1,100
19/7/2016 19:0,448,1,100
19/7/2016 19:15,472,1,100
19/7/2016 19:30,500,1,100
19/7/2016 19:45,572,1,100
19/7/2016 20:0,392,1,100
19/7/2016 20:15,456,1,100
19/7/2016 20:30,532,1,100
19/7/2016 20:45,436,1,100
19/7/2016 21:0,456,1,100
19/7/2016 21:15,412,1,100
19/7/2016 21:30,524,1,100
19/7/2016 21:45,520,1,100
19/7/2016 22:0,380,1,100
19/7/2016 22:15,500,1,100
19/7/2016 22:30,372,1,100
19/7/2016 22:45,316,1,100
19/7/2016 23:0,224,1,100
19/7/2016 23:15,204,1,100
19/7/2016 23:30,160,1,100
19/7/2016 23:45,132,1,100
20/7/2016 0:0,104,1,100
20/7/2016 0:15,152,1,100
20/7/2016 0:30,152,1,100
20/7/2016 0:45,84,1,100
20/7/2016 1:0,84,1,100
20/7/2016 1:15,28,1,100
20/7/2016 1:30,64,1,100
20/7/2016 1:45,52,1,100
20/7/2016 2:0,44,1,100
20/7/2016 2:15,32,1,100
20/7/2016 2:30,28,1,100
20/7/2016 2:45,32,1,100
20/7/2016 3:0,36,1,100
20/7/2016 3:15,12,1,100
20/7/2016 3:30,28,1,100
20/7/2016 3:45,24,1,100
20/7/2016 4:0,12,1,100
20/7/2016 4:15,12,1,100
20/7/2016 4:30,28,1,100
20/7/2016 4:45,20,1,100
20/7/2016 5:0,16,1,100
20/7/2016 5:15,52,1,100
20/7/2016 5:30,36,1,100
20/7/2016 5:45,96,1,100
20/7/2016 6:0,144,1,100
20/7/2016 6:15,108,1,100
20/7/2016 6:30,156,1,100
20/7/2016 6:45,200,1,100
20/7/2016 7:0,268,1,100
20/7/2016 7:15,240,1,100
20/7/2016 7:30,404,1,100
20/7/2016 7:45,344,1,100
20/7/2016 8:0,368,1,100
20/7/2016 8:15,448,1,100
20/7/2016 8:30,420,1,100
20/7/2016 8:45,584,1,100
20/7/2016 9:0,416,1,100
20/7/2016 9:15,388,1,100
20/7/2016 9:30,428,1,100
20/7/2016 9:45,388,1,100
20/7/2016 10:0,460,1,100
20/7/2016 10:15,548,1,100
20/7/2016 10:30,396,1,100
20/7/2016 10:45,432,1,100
20/7/2016 11:0,320,1,100
20/7/2016 11:15,324,1,100
20/7/2016 11:30,420,1,100
20/7/2016 11:45,408,1,100
20/7/2016 12:0,496,1,100
20/7/2016 12:15,340,1,100
20/7/2016 12:30,480,1,100
20/7/2016 12:45,444,1,100
20/7/2016 13:0,376,1,100
20/7/2016 13:15,512,1,100
20/7/2016 13:30,372,1,100
20/7/2016 13:45,280,1,100
20/7/2016 14:0,428,1,100
20/7/2016 14:15,228,1,100
20/7/2016 14:30,468,1,100
20/7/2016 14:45,276,1,100
20/7/2016 15:0,312,1,100
20/7/2016 15:15,408,1,100
20/7/2016 15:30,428,1,100
20/7/2016 15:45,488,1,100
20/7/2016 16:0,500,1,100
20/7/2016 16:15,412,1,100
20/7/2016 16:30,496,1,100
20/7/2016 16:45,412,1,100
20/7/2016 17:0,368,1,100
20/7/2016 17:15,396,1,100
20/7/2016 17:30,436,1,100
20/7/2016 17:45,332,1,100
20/7/2016 18:0,416,1,100
20/7/2016 18:15,416,1,100
20/7/2016 18:30,344,1,100
20/7/2016 18:45,336,1,100
20/7/2016 19:0,404,1,100
20/7/2016 19:15,344,1,100
20/7/2016 19:30,336,1,100
20/7/2016 19:45,412,1,100
20/7/2016 20:0,448,1,100
20/7/2016 20:15,472,1,100
20/7/2016 20:30,340,1,100
20/7/2016 20:45,300,1,100
20/7/2016 21:0,464,1,100
20/7/2016 21:15,532,1,100
20/7/2016 21:30,436,1,100
20/7/2016 21:45,512,1,100
20/7/2016 22:0,480,1,100
20/7/2016 22:15,496,1,100
20/7/2016 22:30,412,1,100
20/7/2016 22:45,280,1,100
20/7/2016 23:0,272,1,100
20/7/2016 23:15,172,1,100
20/7/2016 23:30,240,1,100
20/7/2016 23:45,120,1,100
21/7/2016 0:0,240,1,100
21/7/2016 0:15,216,1,100
21/7/2016 0:30,176,1,100
21/7/2016 0:45,160,1,100
21/7/2016 1:0,112,1,100
21/7/2016 1:15,80,1,100
21/7/2016 1:30,72,1,100
21/7/2016 1:45,44,1,100
21/7/2016 2:0,28,1,100
21/7/2016 2:15,32,1,100
21/7/2016 2:30,32,1,100
21/7/2016 2:45,8,1,100
21/7/2016 3:0,24,1,100
21/7/2016 3:15,24,1,100
21/7/2016 3:30,36,1,100
21/7/2016 3:45,36,1,100
21/7/2016 4:0,16,1,100
21/7/2016 4:15,8,1,100
21/7/2016 4:30,44,1,100
21/7/2016 4:45,24,1,100
21/7/2016 5:0,40,1,100
21/7/2016 5:15,36,1,100
21/7/2016 5:30,44,1,100
21/7/2016 5:45,128,1,100
21/7/2016 6:0,128,1,100
21/7/2016 6:15,176,1,100
21/7/2016 6:30,132,1,100
21/7/2016 6:45,232,1,100
21/7/2016 7:0,264,1,100
21/7/2016 7:15,192,1,100
21/7/2016 7:30,336,1,100
21/7/2016 7:45,372,1,100
21/7/2016 8:0,348,1,100
21/7/2016 8:15,436,1,100
21/7/2016 8:30,500,1,100
21/7/2016 8:45,400,1,100
21/7/2016 9:0,304,1,100
21/7/2016 9:15,428,1,100
21/7/2016 9:30,444,1,100
21/7/2016 9:45,352,1,100
21/7/2016 10:0,488,1,100
21/7/2016 10:15,452,1,100
21/7/2016 10:30,448,1,100
21/7/2016 10:45,404,1,100
21/7/2016 11:0,564,1,100
21/7/2016 11:15,540,1,100
21/7/2016 11:30,368,1,100
21/7/2016 11:45,528,1,100
21/7/2016 12:0,408,1,100
21/7/2016 12:15,464,1,100
21/7/2016 12:30,288,1,100
21/7/2016 12:45,404,1,100
21/7/2016 13:0,320,1,100
21/7/2016 13:15,472,1,100
21/7/2016 13:30,468,1,100
21/7/2016 13:45,336,1,100
21/7/2016 14:0,352,1,100
21/7/2016 14:15,416,1,100
21/7/2016 14:30,436,1,100
21/7/2016 14:45,452,1,100
21/7/2016 15:0,356,1,100
21/7/2016 15:15,420,1,100
21/7/2016 15:30,432,1,100
21/7/2016 15:45,444,1,100
21/7/2016 16:0,496,1,100
21/7/2016 16:15,408,1,100
21/7/2016 16:30,364,1,100
21/7/2016 16:45,384,1,100
21/7/2016 17:0,440,1,100
21/7/2016 17:15,440,1,100
21/7/2016 17:30,312,1,100
21/7/2016 17:45,628,1,100
21/7/2016 18:0,456,1,100
21/7/2016 18:15,440,1,100
21/7/2016 18:30,500,1,100
21/7/2016 18:45,520,1,100
21/7/2016 19:0,548,1,100
21/7/2016 19:15,468,1,100
21/7/2016 19:30,592,1,100
21/7/2016 19:45,528,1,100
21/7/2016 20:0,516,1,100
21/7/2016 20:15,432,1,100
21/7/2016 20:30,516,1,100
21/7/2016 20:45,476,1,100
21/7/2016 21:0,448,1,100
21/7/2016 21:15,588,1,100
21/7/2016 21:30,448,1,100
21/7/2016 21:45,520,1,100
21/7/2016 22:0,340,1,100
21/7/2016 22:15,424,1,100
21/7/2016 22:30,424,1,100
21/7/2016 22:45,308,1,100
21/7/2016 23:0,288,1,100
21/7/2016 23:15,160,1,100
21/7/2016 23:30,196,1,100
21/7/2016 23:45,148,1,100
22/7/2016 0:0,176,1,100
22/7/2016 0:15,88,1,100
22/7/2016 0:30,128,1,100
22/7/2016 0:45,72,1,100
22/7/2016 1:0,92,1,100
22/7/2016 1:15,88,1,100
22/7/2016 1:30,88,1,100
22/7/2016 1:45,28,1,100
22/7/2016 2:0,40,1,100
22/7/2016 2:15,60,1,100
22/7/2016 2:30,52,1,100
22/7/2016 2:45,68,1,100
22/7/2016 3:0,28,1,100
22/7/2016 3:15,28,1,100
22/7/2016 3:30,20,1,100
22/7/2016 3:45,12,1,100
22/7/2016 4:0,40,1,100
22/7/2016 4:15,24,1,100
22/7/2016 4:30,44,1,100
22/7/2016 4:45,24,1,100
22/7/2016 5:0,52,1,100
22/7/2016 5:15,44,1,100
22/7/2016 5:30,56,1,100
22/7/2016 5:45,140,1,100
22/7/2016 6:0,108,1,100
22/7/2016 6:15,136,1,100
22/7/2016 6:30,124,1,100
22/7/2016 6:45,236,1,100
22/7/2016 7:0,308,1,100
22/7/2016 7:15,232,1,100
22/7/2016 7:30,412,1,100
22/7/2016 7:45,404,1,100
22/7/2016 8:0,340,1,100
22/7/2016 8:15,288,1,100
22/7/2016 8:30,416,1,100
22/7/2016 8:45,540,1,100
22/7/2016 9:0,476,1,100
22/7/2016 9:15,548,1,100
22/7/2016 9:30,392,1,100
22/7/2016 9:45,464,1,100
22/7/2016 10:0,576,1,100
22/7/2016 10:15,436,1,100
22/7/2016 10:30,492,1,100
22/7/2016 10:45,484,1,100
22/7/2016 11:0,372,1,100
22/7/2016 11:15,380,1,100
22/7/2016 11:30,436,1,100
22/7/2016 11:45,432,1,100
22/7/2016 12:0,212,1,100
22/7/2016 12:15,584,1,100
22/7/2016 12:30,280,1,100
22/7/2016 12:45,496,1,100
22/7/2016 13:0,536,1,100
22/7/2016 13:15,524,1,100
22/7/2016 13:30,416,1,100
22/7/2016 13:45,392,1,100
22/7/2016 14:0,312,1,100
22/7/2016 14:15,508,1,100
22/7/2016 14:30,456,1,100
22/7/2016 14:45,400,1,100
22/7/2016 15:0,296,1,100
